"","X1","h_scores","h_predscore","h_hlfscore","a_hlfscore","h_airya","h_yaca","h_psd","h_patt","h_comppct","h_ratt","h_rushsd","h_ypr","h_int_pct","h_sack_pct","h_sack_yd_pct","h_fum_pct","ot","a_scores","a_predscore","a_airya","a_yaca","a_psd","a_patt","a_comppct","a_ratt","a_rushsd","a_ypr","a_int_pct","a_sack_pct","a_sack_yd_pct","a_fum_pct"
"405",405,45,31.5,17,0,6.6875,2.375,8.13204633009385,16,0.8125,10,3.99499687108764,2.8,0,0.157894736842105,-1.15789473684211,0.0344827586206897,0,7,18.5,2.94117647058824,3.25,8.94427190999916,17,0.529411764705882,14,4.32364170012044,5.14285714285714,0.117647058823529,0.0555555555555556,-0.388888888888889,0.03125
"406",406,31,25,17,10,6.1875,1.625,12.5063249304225,16,0.4375,12,3.06412938514171,2.33333333333333,0,0,0,0,0,20,20.5,5.78947368421053,4.3125,12.5768642670937,19,0.684210526315789,11,6.96864287154065,3.72727272727273,0,0,0,0.0333333333333333
"407",407,49,27.25,14,27,2.71428571428571,5.38095238095238,5.90668171555645,21,0.714285714285714,11,12.2271882389781,4.63636363636364,0.0952380952380952,0.0869565217391304,-0.391304347826087,0.0294117647058824,0,35,20.25,2.57894736842105,4.57142857142857,7.08026676861775,19,0.684210526315789,13,9.51485913604075,6.92307692307692,0.0526315789473684,0,0,0
"408",408,35,23.5,28,6,6.78571428571429,3.78571428571429,12.2945933154939,14,0.785714285714286,20,2.73130005674953,2.8,0,0.0666666666666667,-0.866666666666667,0,0,8,20.5,1.57894736842105,5.07142857142857,8.74042686190984,19,0.473684210526316,9,2.8588178511708,3.22222222222222,0.105263157894737,0,0,0
"409",409,10,25.75,3,10,1.94444444444444,2.33333333333333,5.70713838726805,18,0.388888888888889,10,4.13400532171888,1.9,0.0555555555555556,0.1,-0.5,0,0,17,19.75,3.27777777777778,1.66666666666667,10.2766422045335,18,0.444444444444444,14,4.5423180273099,3.71428571428571,0.166666666666667,0,0,0
"410",410,7,21.5,7,10,3.58823529411765,1,8.46684711093805,17,0.470588235294118,10,5.86941223633168,2.5,0,0.0555555555555556,-0.5,0,0,24,18.5,5.72222222222222,3.35294117647059,16.0187390265277,18,0.555555555555556,16,3.85225177655874,2.6875,0.111111111111111,0.181818181818182,-1.81818181818182,0.0263157894736842
"411",411,34,32,10,3,2.5,5.8125,13.7925478066962,16,0.5,12,2.77888866675551,4.33333333333333,0,0.157894736842105,-0.578947368421053,0.032258064516129,0,3,15,4.78571428571429,2.75,7.1756532803641,14,0.714285714285714,21,6.26873608905296,4.47619047619048,0.0714285714285714,0.0666666666666667,-0.533333333333333,0
"412",412,16,22,6,3,3.88888888888889,3.77777777777778,7.16658914686757,9,0.555555555555556,16,3.10682213040914,3.1875,0,0,0,0,0,6,18.5,3.91666666666667,2.55555555555556,5.19013487300667,12,0.666666666666667,12,3.12138680005467,3.41666666666667,0.0833333333333333,0.25,-1,0
"413",413,20,26.5,10,6,3.125,2,6.60714166547489,16,0.5625,14,5.39652193357832,3.85714285714286,0.125,0.0588235294117647,-0.470588235294118,0,0,19,19.5,4.1875,1.8125,12.3378370155478,16,0.5625,11,5.07790547046143,4.81818181818182,0,0.157894736842105,-1.31578947368421,0.1
"414",414,24,27,17,0,5.33333333333333,3.05555555555556,6.16648280659904,18,0.777777777777778,16,3.64005494464026,4.5,0,0.1,-0.7,0.0277777777777778,0,14,17,4.83333333333333,1.27777777777778,8.50235261559999,12,0.833333333333333,9,3.22413736189931,2.77777777777778,0,0.0769230769230769,-0.692307692307692,0
"415",415,23,22.5,7,17,3.6,5.1,6.60373947093615,10,0.8,15,9.12481354451817,4.93333333333333,0,0.166666666666667,-1.08333333333333,0.037037037037037,0,20,15.5,4.5,2.1,10.9515980569048,18,0.444444444444444,19,3.62814482939244,4.68421052631579,0,0.0526315789473684,-0.210526315789474,0.0263157894736842
"416",416,19,21.5,10,10,2.5,0.666666666666667,4.5,6,0.333333333333333,14,5.51620987894509,5,0,0.25,-1.125,0.0454545454545455,0,27,25,2.25,12.1666666666667,9.38461538461538,20,0.65,15,3.51883819210577,5.46666666666667,0,0.0909090909090909,-1.45454545454545,0
"417",417,28,26,14,14,2.25,1.05,4.89259644769523,20,0.4,12,7.15454401062709,7.25,0.05,0,0,0,0,24,16.5,4.66666666666667,1.65,3.83242742918897,18,0.666666666666667,13,3.44526087331672,2.23076923076923,0,0.1,-0.5,0
"418",418,20,23.5,13,24,8.83333333333333,1.72222222222222,17.3937692831814,18,0.5,11,6.25755741431019,4.54545454545455,0.0555555555555556,0.1,-0.35,0,0,38,27,5.1,6.16666666666667,16.0840985091509,20,0.65,17,3.74535467758391,4.17647058823529,0,0.0476190476190476,-0.380952380952381,0
"419",419,17,20.25,7,7,1,4.27272727272727,5.27636238330917,11,0.454545454545455,14,2.77010277566647,4.42857142857143,0,0,0,0,0,23,17.25,4.05263157894737,8.90909090909091,8.21179601244454,19,0.842105263157895,15,4.01663208837122,4,0.0526315789473684,0,0,0
"420",420,20,21.25,10,3,4.21428571428571,2,8.43263748776146,14,0.571428571428571,14,4.90782382465768,4.35714285714286,0,0.125,-1.0625,0.0333333333333333,0,23,18.75,0.857142857142857,1.57142857142857,3.63623737154524,14,0.428571428571429,14,17.6189832688658,9,0.0714285714285714,0.176470588235294,-0.823529411764706,0.032258064516129
"421",421,23,23.5,10,10,1.21052631578947,3.47368421052632,6.02411819273161,19,0.526315789473684,12,4.05859855396197,4.16666666666667,0.0526315789473684,0.05,-0.3,0.0625,0,17,20.5,2.33333333333333,2.94736842105263,9.80612053770501,18,0.555555555555556,14,2.53143502095276,4.14285714285714,0,0.1,-0.6,0.0588235294117647
"422",422,31,20.25,17,7,5.08333333333333,6.83333333333333,9.45685459153476,12,0.75,18,9.71714152959464,6.27777777777778,0,0.142857142857143,-1,0.03125,0,14,23.25,5.33333333333333,1.83333333333333,15.3284050050878,12,0.416666666666667,11,6.31671009674189,5.09090909090909,0.0833333333333333,0,0,0
"423",423,17,18,10,3,5.16666666666667,3.38888888888889,13.7709839880816,18,0.555555555555556,20,4.47101778122163,2.9,0,0.1,-0.75,0.025,0,10,20,3.05263157894737,2,7.25861557047899,19,0.421052631578947,8,5.24255424387769,3.625,0.105263157894737,0,0,0
"424",424,34,23,13,0,2.84210526315789,2,9.672641831475,19,0.526315789473684,18,7.74696276606293,7.38888888888889,0,0,0,0,0,14,20,5.17647058823529,0.684210526315789,7.85712256490886,17,0.470588235294118,7,5.01426536422407,3,0,0.105263157894737,-0.789473684210526,0
"425",425,31,34.5,17,3,5.8695652173913,1.91304347826087,4.36722616312249,23,0.739130434782609,13,1.69230769230769,2.53846153846154,0,0.0416666666666667,0,0.027027027027027,0,24,14,3.45454545454545,1.52173913043478,5.15078753637713,11,0.636363636363636,14,2.28124563181019,2.28571428571429,0,0.153846153846154,-1.15384615384615,0
"426",426,35,25,28,7,4.72727272727273,4.27272727272727,13.0649867030556,11,0.636363636363636,16,4.75493165040256,4.625,0,0.153846153846154,-1,0,0,7,18,4.5,2.36363636363636,11.8269414139868,20,0.45,11,4.71501908359634,5.36363636363636,0,0.0476190476190476,-0.285714285714286,0.03125
"427",427,26,26.5,9,0,3,4.11111111111111,5.18646394801156,18,0.722222222222222,17,4.84999910819383,3.64705882352941,0,0.142857142857143,-1.14285714285714,0.0263157894736842,0,0,12,2,2.66666666666667,3.61109401705356,10,0.5,7,0.728431359084684,1.57142857142857,0,0.166666666666667,-1.33333333333333,0.0526315789473684
"428",428,14,27,7,3,5.90909090909091,3.36363636363636,5.28559362796649,11,0.727272727272727,11,5.83520237668408,6.36363636363636,0,0.153846153846154,-0.846153846153846,0.0833333333333333,0,3,13,6.41176470588235,3.09090909090909,9.70618359603815,17,0.588235294117647,17,6.28228684697552,3.94117647058824,0.0588235294117647,0.105263157894737,-0.631578947368421,0.0277777777777778
"429",429,23,22.25,23,7,6.23076923076923,5.07692307692308,10.944303439588,13,0.692307692307692,13,19.0874660693018,8.76923076923077,0,0.133333333333333,-1.13333333333333,0,0,31,25.25,3.44444444444444,2,4.72902065586907,18,0.611111111111111,13,3.25449166173941,2.84615384615385,0,0.1,-0.4,0.0303030303030303
"430",430,34,27.5,17,15,2.92857142857143,4.5,10.4230513766363,14,0.714285714285714,15,6.04942605174702,7.26666666666667,0,0.0666666666666667,-0.6,0.0333333333333333,0,37,23,5.10526315789474,3.5,17.8560775696355,19,0.473684210526316,15,4.52351878764997,4.06666666666667,0,0,0,0
"431",431,10,23.75,7,24,3.23076923076923,2.76923076923077,6.72216482987438,13,0.615384615384615,12,2.91070819942883,1.83333333333333,0.0769230769230769,0.235294117647059,-1.41176470588235,0.103448275862069,0,26,20.75,4.78947368421053,5.84615384615385,9.07361992329394,19,0.578947368421053,14,3.97761594066453,2.5,0,0.173913043478261,-0.869565217391304,0
"432",432,37,28,16,0,4.94736842105263,1.26315789473684,4.44559485439997,19,0.684210526315789,16,8.8686156614209,6.1875,0,0.05,-0.4,0,0,10,21,2.8125,1.10526315789474,11.2249721603218,16,0.375,10,6.3285069329187,3.5,0.0625,0,0,0
"433",433,17,22.25,3,6,2.61538461538462,4.92307692307692,7.99609279585974,13,0.615384615384615,5,1.67332005306815,1,0,0,0,0,0,22,25.75,2.74074074074074,5.76923076923077,7.67266616595449,27,0.703703703703704,10,7.73886296557834,6.1,0,0.0357142857142857,-0.25,0
"434",434,27,19.75,20,20,9.1875,2.9375,17.0950285170865,16,0.625,18,6.77868846340873,4.77777777777778,0,0.111111111111111,-0.555555555555556,0.0277777777777778,0,34,27.25,3.10526315789474,6.6875,17.7041661763552,19,0.421052631578947,11,4.23093682844367,5.09090909090909,0,0.05,-0.25,0
"435",435,30,23.25,10,3,3.33333333333333,2.05555555555556,5.16664445032103,18,0.611111111111111,15,3.78065250100209,2.8,0,0.1,-0.5,0.0571428571428571,0,13,13.75,2.46153846153846,1.5,9.45304183847718,13,0.384615384615385,14,3.7931194421005,4.42857142857143,0,0.0714285714285714,-0.428571428571429,0
"436",436,41,27.75,27,0,3.95238095238095,3.66666666666667,8.53324829889604,21,0.666666666666667,16,5.45435605731786,4,0,0.0454545454545455,-0.181818181818182,0,0,14,14.25,1.66666666666667,0.523809523809524,10.4243305140746,6,0.5,10,12.0896650077659,7.8,0,0.333333333333333,-3.44444444444444,0.0526315789473684
"437",437,15,20,0,28,-0.25,3.75,3,4,0.5,10,6.99714227381436,5.2,0,0.333333333333333,-1.66666666666667,0.0625,0,31,27,6.04545454545455,14,6.20259802197613,22,0.818181818181818,17,9.22836007954747,5.11764705882353,0,0,0,0.0256410256410256
"438",438,13,25.75,1,21,1.71428571428571,3.35714285714286,5.44885309033011,14,0.714285714285714,12,3.98608691436713,4.66666666666667,0.0714285714285714,0.0666666666666667,-0.133333333333333,0.037037037037037,0,28,19.75,4.5,3.07142857142857,7.35590748990225,12,0.666666666666667,14,3.71977616179758,4.14285714285714,0,0.142857142857143,-0.714285714285714,0
"439",439,27,17.5,3,6,1.35714285714286,2.07142857142857,4.89897948556636,14,0.571428571428571,14,4.84294142362398,4.21428571428571,0,0,0,0.0357142857142857,0,13,24,1.625,3.71428571428571,6.85109480302236,16,0.5,14,2.26778683805536,2,0,0,0,0
"440",440,19,17.25,6,0,2.10526315789474,5.89473684210526,5.68025581487744,19,0.736842105263158,20,2.6167728216259,2.95,0,0,0,0,0,14,28.75,2.875,0.684210526315789,3.62476052848859,16,0.375,7,5.3946307395712,5.42857142857143,0,0.0588235294117647,-0.411764705882353,0.0416666666666667
"441",441,10,26.25,3,17,2.35294117647059,2.17647058823529,5.8554004376912,17,0.411764705882353,5,5.45527267879434,6.8,0.0588235294117647,0,0,0.0454545454545455,0,23,20.25,5.35294117647059,1.82352941176471,7.34574706888278,17,0.588235294117647,23,3.77435381116708,3.43478260869565,0.117647058823529,0.0555555555555556,-0.444444444444444,0
"442",442,27,23,17,14,4.2,5.9,11.5853982791787,20,0.85,11,7.60708673508074,6.36363636363636,0.05,0.0476190476190476,-0.571428571428571,0,0,28,24.5,4.52,4.95,13.8605755852907,25,0.6,8,1.99608992783391,1.625,0,0.0384615384615385,-0.307692307692308,0
"443",443,34,20.75,17,7,6,5.33333333333333,14.5312430574053,15,0.733333333333333,12,3.23608130649127,1.83333333333333,0,0.0625,-0.5,0.0357142857142857,0,14,23.25,4.375,3.73333333333333,10.6770782520313,16,0.5625,12,6.21098936473803,6.41666666666667,0,0,0,0
"444",444,13,16,6,3,2.93333333333333,2.53333333333333,4.77131345635198,15,0.6,15,3.64173340899938,3.73333333333333,0,0.0625,-0.375,0,0,20,23,4.76923076923077,3.46666666666667,18.0769330972951,13,0.538461538461538,13,2.54195563720897,2,0.0769230769230769,0.0714285714285714,-0.428571428571429,0.037037037037037
"445",445,20,20,6,0,3.3,1.05,2.60959767013998,20,0.5,14,4.16496563917521,4.71428571428571,0,0,0,0,0,3,17,1.27272727272727,4.45,9.15675454766337,22,0.590909090909091,10,5.78705451849211,5.1,0.0909090909090909,0.0434782608695652,-0.304347826086957,0
"446",446,19,16.75,6,10,3.77777777777778,1.66666666666667,5.91269819963779,18,0.555555555555556,19,3.31202794158995,2.63157894736842,0,0.142857142857143,-1,0.025,0,16,23.75,1,2.11111111111111,10.2371871136558,7,0.714285714285714,13,8.63253786896829,5.69230769230769,0,0.222222222222222,-1.22222222222222,0.0454545454545455
"447",447,20,24.5,17,0,2.16666666666667,6.58333333333333,13.5040503183304,12,0.666666666666667,15,3.86781592116274,5.2,0,0.0769230769230769,-0.769230769230769,0,0,14,13.5,3.9375,1.08333333333333,3.62433476228891,16,0.5625,16,4.44365769946336,4.5625,0.0625,0.0588235294117647,-0.411764705882353,0
"448",448,48,27.75,20,10,2.66666666666667,9.16666666666667,27.7342297531408,12,0.666666666666667,11,9.74212969063186,10,0,0,0,0,0,16,20.25,5.64285714285714,3.66666666666667,6.98957557128233,14,0.857142857142857,10,4.00624512480203,2.5,0,0.125,-0.6875,0.0384615384615385
"449",449,23,22.5,20,0,4.31818181818182,1.86363636363636,5.16999892542435,22,0.681818181818182,16,4.15660242866695,5.8125,0,0.0434782608695652,-0.478260869565217,0,0,16,18.5,2.46153846153846,1.40909090909091,4.92341345003647,13,0.384615384615385,8,1.72753437013566,2.375,0.153846153846154,0.1875,-1.625,0
"450",450,7,23.75,0,14,3,2.35294117647059,6.88992557145324,17,0.647058823529412,15,4.89716471258852,3.13333333333333,0,0,0,0,0,20,26.25,8.78947368421053,3.17647058823529,8.53048830778349,19,0.684210526315789,11,5.48175033879321,6.36363636363636,0,0.05,-0.35,0.032258064516129
"451",451,38,26,24,0,7.69230769230769,2.30769230769231,10.6389947183359,26,0.807692307692308,13,5.91157724825872,4.23076923076923,0,0.0714285714285714,-0.357142857142857,0,0,10,27,2.73333333333333,1.34615384615385,4.96903994999953,15,0.6,7,0.903507902905251,2.42857142857143,0,0,0,0
"452",452,27,28.5,0,17,2.68421052631579,1.89473684210526,8.69904991293619,19,0.368421052631579,9,1.9436506316151,3.66666666666667,0,0.136363636363636,-0.590909090909091,0,0,24,21,7.42105263157895,2,14.4461067419565,19,0.526315789473684,19,3.85685704432869,4.42105263157895,0,0.0952380952380952,-0.333333333333333,0.025
"453",453,27,22,10,0,2.5,4.9,11.8786380034214,10,0.7,14,12.2240979801608,9,0.1,0,0,0,0,0,12,2.11764705882353,2.7,4.3493294502333,17,0.352941176470588,16,4.03887360535088,4.25,0,0.0555555555555556,-0.333333333333333,0
"454",454,23,23.5,17,10,7.04,2.56,12.7504664410236,25,0.68,5,2.13541565040626,2.2,0.04,0.0384615384615385,-0.307692307692308,0,0,17,15,3.61904761904762,2.08,7.58385079622538,21,0.619047619047619,13,5.64847992328794,4.69230769230769,0,0,0,0
"455",455,35,27.5,14,3,2.63157894736842,5.15789473684211,10.0904076493773,19,0.736842105263158,6,1.37436854187255,2.33333333333333,0,0,0,0,0,21,14.5,4.55555555555556,2.10526315789474,7.8049129826454,9,0.666666666666667,24,4.9789487400008,5.29166666666667,0.111111111111111,0,0,0.0303030303030303
"456",456,45,29.75,21,10,6.08333333333333,3.5,10.5682964042881,24,0.625,13,4.51689792489329,6.46153846153846,0.0416666666666667,0.04,-0.32,0,0,16,22.75,4.65,2.75,6.78407463395364,20,0.65,9,2.77999911182151,3.22222222222222,0,0,0,0
"457",457,16,17.75,3,17,1.28571428571429,4.78571428571429,6.99382443638054,14,0.642857142857143,11,1.52662323852242,1.81818181818182,0,0,0,0,0,24,20.25,3.33333333333333,4.35714285714286,10.8605072295888,12,0.75,18,15.6103202646657,6.61111111111111,0,0,0,0
"458",458,3,19.75,0,7,2.875,0.75,5.24933858267454,8,0.375,21,4.75666378254087,5.42857142857143,0,0,0,0.0344827586206897,0,7,17.75,4.5,5.875,7.82048591840686,18,0.555555555555556,18,5.89962334014262,5.16666666666667,0,0.0526315789473684,-0.263157894736842,0
"459",459,45,17.75,24,19,4.48275862068965,5.17241379310345,16.9452434104154,29,0.655172413793103,13,2.56051030416819,3.53846153846154,0.0344827586206897,0,0,0,0,41,24.25,4.96551724137931,1.89655172413793,6.72652166799454,29,0.551724137931034,9,2.60104442460436,4.11111111111111,0,0,0,0.0789473684210526
"460",460,19,20,10,3,4,2.18181818181818,8.8175960442742,11,0.727272727272727,20,4.22463016132773,5.05,0,0.153846153846154,-0.846153846153846,0.0303030303030303,0,13,17,3.4,2.18181818181818,5.31245915016974,15,0.6,11,2.13588002263104,1.72727272727273,0,0.0625,-0.125,0
"461",461,19,20.5,6,10,1.3125,1.375,4.09076704298839,16,0.5,10,8.3,6.1,0.125,0.0588235294117647,-0.411764705882353,0,0,17,18.5,4.64285714285714,2.4375,13.6014705087354,14,0.571428571428571,17,3.23154863407538,4.29411764705882,0.0714285714285714,0.125,-0.1875,0
"462",462,13,22.25,13,14,3.45,2.6,6.36753127557726,20,0.55,18,7.31479137361457,3.22222222222222,0.05,0.0476190476190476,-0.142857142857143,0,0,17,19.75,3.7,1.15,8.50881895447306,10,0.5,10,8.49470423263812,5.8,0,0.230769230769231,-1.30769230769231,0.130434782608696
"463",463,49,30,14,21,4.8,4.13333333333333,10.4169283713682,15,0.733333333333333,12,6,5,0.0666666666666667,0.0625,-0.625,0,0,21,20,5.39285714285714,6.33333333333333,6.7238381896057,28,0.714285714285714,12,4.72581562625261,5,0,0.0666666666666667,-0.366666666666667,0.0238095238095238
"464",464,45,31,24,17,6.65217391304348,4.17391304347826,9.37395827545653,23,0.695652173913043,14,8.36202543572758,7.92857142857143,0.0434782608695652,0,0,0,0,17,24,4.78571428571429,1.69565217391304,4.77906959280146,14,0.642857142857143,14,7.92470948414914,9.64285714285714,0.0714285714285714,0.0666666666666667,-0.333333333333333,0
"465",465,31,25.25,21,0,3.1,6.85,16.9998692805432,20,0.75,16,7.14033437592386,4.875,0,0,0,0.0277777777777778,0,14,22.25,2.92307692307692,2.65,4.49425712520301,13,0.846153846153846,8,4.84606799374503,3.625,0,0.1875,-1.6875,0
"466",466,26,25.75,14,24,5.39130434782609,1.21739130434783,6.50117728741872,23,0.608695652173913,17,6.06367595522431,4.76470588235294,0,0,0,0,0,38,22.75,5.52941176470588,3.34782608695652,11.865638981098,17,0.647058823529412,11,3.13603423830188,2.72727272727273,0.0588235294117647,0.0555555555555556,-0.5,0.0344827586206897
"467",467,34,25.75,10,0,3.78260869565217,2.78260869565217,6.6971688799012,23,0.565217391304348,7,3.53409053624371,1.71428571428571,0,0.08,-0.72,0.03125,0,10,18.75,2.375,3.26086956521739,6.97614984548545,24,0.5,13,7.49911237351012,5.38461538461539,0.0416666666666667,0,0,0
"468",468,27,11,7,20,3.54545454545455,2.45454545454545,5.85234995535981,11,0.363636363636364,15,4.59951688284276,4.33333333333333,0.0909090909090909,0.153846153846154,-1.46153846153846,0.0714285714285714,0,34,23.5,2.6,9.63636363636364,11.2085972833903,20,0.7,14,3.75526840802712,3.57142857142857,0,0.0476190476190476,-0.333333333333333,0
"469",469,17,25,3,7,3.78571428571429,2.14285714285714,6.34305722818264,14,0.571428571428571,12,2.04124145231932,2,0,0.125,-1.3125,0.0357142857142857,0,24,21,6.2,3.21428571428571,8.93780160445851,15,0.733333333333333,10,3.57211421989835,2.8,0.0666666666666667,0.0625,-0.5,0
"470",470,41,26.25,24,14,6,2.44444444444444,8.60387509594756,27,0.555555555555556,15,8.19918695156213,4.8,0.037037037037037,0.0357142857142857,-0.428571428571429,0,0,21,16.25,5.41176470588235,1.66666666666667,6.2777384462878,17,0.588235294117647,7,8.37878759920867,5.28571428571429,0.0588235294117647,0.0555555555555556,-0.444444444444444,0.04
"471",471,16,16.25,3,10,0.631578947368421,2.94736842105263,8.63074712399612,19,0.368421052631579,12,9.46044396421225,5,0.105263157894737,0.05,0,0.03125,0,17,25.75,4.75,4,11.8508610056145,28,0.607142857142857,11,7.17778943387341,7.54545454545455,0.0357142857142857,0.0666666666666667,-0.366666666666667,0.0487804878048781
"472",472,27,27.75,10,12,4.58333333333333,2.58333333333333,10.6764300760858,24,0.708333333333333,13,5.30044097752376,4.53846153846154,0.125,0,0,0,0,23,18.75,2.44444444444444,1.83333333333333,4.32049379893857,9,0.666666666666667,9,4.21929723245501,3.44444444444444,0,0.1,-0.5,0.0526315789473684
"473",473,22,26,7,16,3.65,2.9,6.54692463850182,20,0.75,8,2.23606797749979,3,0,0.0909090909090909,-0.772727272727273,0,0,30,20.5,5.05555555555556,2.05,4.22295315310664,18,0.666666666666667,14,4.1206300291017,5.14285714285714,0.0555555555555556,0.0526315789473684,-0.263157894736842,0.0303030303030303
"474",474,30,27.5,24,3,5.05263157894737,2.63157894736842,7.39188744503053,19,0.526315789473684,14,3.5749982160692,4.07142857142857,0,0.0952380952380952,-0.571428571428571,0,0,10,14,1.88888888888889,4.21052631578947,8.93184067131618,18,0.5,16,4.49826355386165,4.125,0.166666666666667,0.0526315789473684,-0.157894736842105,0.0857142857142857
"475",475,24,20.25,17,20,6.91666666666667,3.33333333333333,7.70778826901725,12,0.833333333333333,14,11.2660316610488,6.92857142857143,0,0.0769230769230769,-0.615384615384615,0,0,40,22.75,4.59090909090909,8.5,6.46684383638203,22,0.772727272727273,10,3.06757233003559,4.7,0,0.0434782608695652,-0.304347826086957,0.0303030303030303
"476",476,48,21,27,7,6.28571428571429,2.47619047619048,7.27980463718331,21,0.714285714285714,18,2.62936879248872,3.44444444444444,0.0476190476190476,0,0,0.0256410256410256,0,28,18,5.41666666666667,0.714285714285714,8.0862695417628,12,0.583333333333333,10,16.2114157308978,8.3,0.166666666666667,0,0,0.0454545454545455
"477",477,16,21.25,13,0,4.5,4.21428571428571,9.19993961332839,14,0.857142857142857,15,3.71782493162632,3.33333333333333,0,0,0,0,0,10,24.25,4.17647058823529,2.92857142857143,10.434983894999,17,0.705882352941177,6,3.97562014729219,-0.166666666666667,0,0.0555555555555556,-0.111111111111111,0
"478",478,44,25,17,10,10.2666666666667,1.93333333333333,14.3940091704848,15,0.8,10,5.02394267483219,5.6,0,0.117647058823529,-0.764705882352941,0.037037037037037,0,13,18,2.73684210526316,4,7.0039671298169,19,0.631578947368421,14,3.56928507104257,4.78571428571429,0,0.05,-0.15,0
"479",479,14,24.25,6,10,3.5,3,4.81706884413488,24,0.708333333333333,12,3.71558280160133,3.83333333333333,0,0,0,0.0555555555555556,0,22,23.25,6.6875,1.29166666666667,12.2304265393049,16,0.75,7,3.83325938999964,2.14285714285714,0,0.0588235294117647,-0.294117647058824,0
"480",480,23,28.25,13,0,1.81818181818182,5.22727272727273,8.47479924377104,22,0.681818181818182,14,6.76764511541225,5.35714285714286,0,0.153846153846154,-1.15384615384615,0,0,10,22.75,1.55555555555556,1.04545454545455,8.5841423566947,9,0.444444444444444,9,2.71256791460749,4.44444444444444,0.111111111111111,0.25,-2.5,0
"481",481,35,24,21,0,2.5,4.08333333333333,9.29998902786274,12,0.583333333333333,18,9.49398770112621,7.44444444444444,0,0,0,0,0,17,21,3.5,4.41666666666667,7.77753174214031,16,0.625,13,6.18262501458773,3.92307692307692,0,0.111111111111111,-0.611111111111111,0.0645161290322581
"482",482,34,23.25,17,10,4.5,2.78571428571429,4.59468291736341,14,0.642857142857143,12,4.70814896394185,4,0,0.176470588235294,-0.411764705882353,0,0,27,16.25,3.33333333333333,5.07142857142857,5.2516899102651,15,0.6,14,7.86363368258451,6.85714285714286,0,0.117647058823529,-0.764705882352941,0.032258064516129
"483",483,23,21.25,17,6,7.3125,1.8125,11.046109221152,16,0.6875,15,3.00370142028502,3.33333333333333,0,0,0,0,0,20,24.25,1.5,2.8125,2.69258240356725,10,0.8,16,5.34877322383367,4.625,0,0.230769230769231,-0.769230769230769,0.0344827586206897
"484",484,7,16.5,0,17,0.272727272727273,0.909090909090909,2.58602010819715,11,0.363636363636364,10,4.51774279923061,4.7,0,0.153846153846154,-1.30769230769231,0,0,27,23.5,1.125,8.81818181818182,4.08503365959205,24,0.666666666666667,19,6.58210450562673,6.21052631578947,0,0,0,0
"485",485,41,25.75,13,24,5.59259259259259,2.37037037037037,8.85132875681644,27,0.62962962962963,12,6.75925291729789,5.25,0.111111111111111,0,0,0,0,34,17.75,5.75,1.2962962962963,14.4462409488081,12,0.583333333333333,9,2.76664435510861,3.88888888888889,0,0.142857142857143,-1.07142857142857,0.0434782608695652
"486",486,27,23.75,13,10,4.75,4.5,6.6741575272258,16,0.8125,13,4.9374789341173,2.07692307692308,0,0.111111111111111,-0.388888888888889,0,0,10,19.25,5.7,1.4375,14.5086181285469,10,0.4,14,3.35334131265871,3.42857142857143,0,0,0,0
"487",487,38,24.75,17,3,2.76190476190476,4.28571428571429,9.58208362156229,21,0.666666666666667,15,3.18049611783375,2.13333333333333,0.0476190476190476,0.125,-0.458333333333333,0.0256410256410256,0,10,18.75,1.61111111111111,1.95238095238095,4.37525509460387,18,0.388888888888889,6,7.11805216802087,5,0.0555555555555556,0,0,0
"488",488,27,20,13,7,5.5,1.58333333333333,5.53997816103018,12,0.75,13,2.49970412450337,2.53846153846154,0,0,0,0,0,7,23,4.26923076923077,4.91666666666667,7.52953368748825,26,0.538461538461538,11,2.91760118834204,3.81818181818182,0.0384615384615385,0,0,0.0540540540540541
"489",489,31,19.5,16,21,4.08695652173913,3.78260869565217,12.4093948113828,23,0.739130434782609,14,6.26172369826946,6.07142857142857,0,0.0416666666666667,-0.291666666666667,0.0789473684210526,0,28,23,4.81818181818182,2.47826086956522,20.9925582052307,11,0.727272727272727,12,7.88282239359031,6.16666666666667,0.0909090909090909,0.0833333333333333,-0.75,0
"490",490,7,26,0,20,5.46153846153846,1.46153846153846,6.51152823843988,13,0.384615384615385,11,4.67629859985879,3.36363636363636,0.0769230769230769,0.0714285714285714,-0.642857142857143,0,0,36,23,5.29166666666667,5,7.09459888459759,24,0.75,15,8.67691701521277,6.33333333333333,0,0,0,0
"491",491,31,25.5,14,20,4.0625,4.4375,11.4624992426996,16,0.75,14,4.22093905791262,5.57142857142857,0.0625,0,0,0,0,30,22.5,5.31818181818182,6.0625,13.6843787663972,22,0.681818181818182,16,4.72980906062813,2.4375,0,0.0434782608695652,-0.391304347826087,0.0256410256410256
"492",492,23,24.5,10,3,1.89473684210526,3.10526315789474,4.80104155366312,19,0.526315789473684,19,5.64263548176341,4.05263157894737,0.0526315789473684,0.05,-0.1,0.0256410256410256,0,6,17.5,2.53846153846154,1,3.65892813567591,13,0.538461538461538,8,4.32290411644765,4.25,0,0.1875,-1.75,0
"493",493,17,22.5,14,3,4.94736842105263,2.26315789473684,9.66120297764241,19,0.578947368421053,12,6.20651539378848,4.25,0,0,0,0,0,22,19.5,0.909090909090909,2,1.82574185835055,11,0.545454545454545,15,5.4389541478323,5.13333333333333,0,0.214285714285714,-1.21428571428571,0.0689655172413793
